,Стоимость,Тип продажи,Объект продажи,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Этажей в доме,Лифт пассажирский (кол-во),Лифт грузовой (кол-во),Мусоропровод,Парковка,Количество комнат,Тип дома,Высота потолков,Кол-во раздельных санузлов,Вид из окон,Расстояние до метро,Округ,Район
20323,2667420,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,35.2,14.7,9.6,7,16,1.0,1.0,Нет,Наземная,1.0,Монолитный,,0.0,,29 мин. на транспорте,Пушкино,микрорайон Новое Пушкино
28479,3695038,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,27.2,11.5,6.4,20,25,1.0,0.0,Нет,Неизвестно,,Монолитный,,0.0,,4 мин. на транспорте,Красногорск городской округ,д. Путилково
25703,11956995,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,66.5,36.1,12.4,12,24,1.0,2.0,Нет,Неизвестно,2.0,Монолитный,2.0,1.0,На улицу,2 мин. на транспорте,САО,район Дмитровский
21582,4258720,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,34.4,10.7,9.8,13,14,1.0,1.0,Нет,Неизвестно,1.0,Панельный,2.9,0.0,Во двор,7 мин. на транспорте,Мытищи,микрорайон Ярославский
35676,7348889,"Свободная продажа, Возможна ипотека",Новостройка,58.7,16.4,14.1,18,37,1.0,0.0,Нет,подземная,1.0,Монолитный,,1.0,,7 мин. на транспорте,Химки,микрорайон Старые Химки
18664,24498200,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,70.6,31.2,20.6,8,21,1.0,0.0,Нет,подземная,2.0,Монолитный,,1.0,,7 мин. пешком,ЦАО,район Пресненский
21157,8235126,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,69.5,30.7,23.7,2,16,1.0,0.0,Нет,подземная,2.0,Монолитный,2.89,1.0,Во двор,3 мин. на транспорте,НАО (Новомосковский),Сосенское поселение
16800,11240000,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,56.2,,,2,22,2.0,2.0,Нет,Неизвестно,2.0,Монолитный,,,,5 мин. на транспорте,СЗАО,район Хорошево-Мневники
16765,13755000,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,65.5,,,20,22,1.0,1.0,Нет,Неизвестно,2.0,Монолитный,,,,5 мин. на транспорте,СЗАО,район Хорошево-Мневники
30177,4819360,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,36.4,9.8,17.9,25,25,1.0,2.0,Нет,Неизвестно,1.0,Панельный,2.9,0.0,Во двор,7 мин. на транспорте,Мытищи,микрорайон Ярославский
6079,20923500,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,113.1,39.4,31.8,10,22,1.0,1.0,Нет,подземная,3.0,Монолитный,,0.0,,5 мин. на транспорте,СЗАО,район Хорошево-Мневники
34250,5790328,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,41.4,19.6,,13,23,1.0,1.0,Нет,Неизвестно,1.0,Монолитный,,,Во двор,12 мин. пешком,ЮВАО,район Некрасовка
13686,5910649,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,66.7,32.8,15.0,2,5,0.0,0.0,Нет,Неизвестно,2.0,Панельный,,1.0,Во двор,17 мин. на транспорте,Ленинский городской округ,д. Горки
24579,9234651,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,43.51,,14.2,2,20,2.0,1.0,Нет,подземная,1.0,Монолитный,3.25,,,9 мин. пешком,СВАО,район Алексеевский
1819,8310960,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,58.2,30.4,12.3,8,15,1.0,1.0,Нет,Неизвестно,2.0,Панельный,2.7,2.0,На улицу,5 мин. на транспорте,ЗАО,район Кунцево
3863,10500000,", Возможна ипотека",Новостройка,88.0,48.0,12.0,23,29,1.0,1.0,Нет,,3.0,Монолитный,,2.0,На улицу,15 мин. пешком,Красногорск,микрорайон Спасский мост
20519,2987292,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,36.6,15.0,9.8,16,16,1.0,1.0,Нет,Наземная,1.0,Монолитный,,0.0,,29 мин. на транспорте,Пушкино,микрорайон Новое Пушкино
27145,15000000,", Возможна ипотека",Новостройка,60.3,26.2,18.5,4,28,,,Нет,,2.0,Монолитный,,,На улицу,10 мин. пешком,ЗАО,район Кунцево
20132,2220847,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,28.9,13.1,4.2,8,14,1.0,0.0,Нет,Неизвестно,,Монолитный,,0.0,,,Щелково,микрорайон Финский
27206,7063104,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,35.52,17.9,9.1,6,22,2.0,1.0,Нет,подземная,1.0,Монолитный,,0.0,,4 мин. пешком,ВАО,район Богородское
29168,5516608,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,43.0,30.5,,7,7,1.0,1.0,Нет,Неизвестно,1.0,Монолитный,,0.0,,21 мин. на транспорте,НАО (Новомосковский),Марушкинское поселение
25644,6490439,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,47.77,9.6,20.9,14,21,1.0,1.0,Нет,Неизвестно,1.0,Монолитный,3.1,0.0,Во двор,2 мин. на транспорте,СВАО,район Лосиноостровский
9058,8448935,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,53.73,30.3,8.2,14,25,1.0,1.0,Нет,Неизвестно,2.0,Монолитный,2.7,1.0,На улицу,3 мин. на транспорте,СЗАО,район Митино
34980,5598250,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,45.7,,,5,14,1.0,0.0,Нет,,2.0,Монолитный,,,,6 мин. на транспорте,ЗАО,район Можайский
17873,16404880,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,87.26,,,22,22,1.0,1.0,Нет,подземная,4.0,Монолитный,,,,10 мин. пешком,САО,район Западное Дегунино
9673,9933000,"Свободная продажа, Возможна ипотека",Новостройка,47.3,14.3,17.1,19,22,2.0,1.0,Нет,Неизвестно,1.0,Монолитный,,0.0,,5 мин. на транспорте,СЗАО,район Хорошево-Мневники
23216,4887792,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,41.6,17.4,14.5,23,25,1.0,0.0,Нет,Неизвестно,1.0,Монолитный,,0.0,,4 мин. на транспорте,Красногорск городской округ,д. Путилково
13568,12056316,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,56.2,14.3,25.5,27,34,1.0,2.0,Нет,подземная,1.0,Монолитный,,1.0,,10 мин. пешком,САО,район Войковский
31274,8164300,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,76.0,47.3,,18,22,1.0,0.0,Нет,подземная,3.0,Монолитный,,,,6 мин. на транспорте,НАО (Новомосковский),Родниковая улица
29340,1602000,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,26.7,20.5,,9,17,1.0,1.0,Нет,Неизвестно,,Монолитный,,0.0,Во двор,,Богородский городской округ,Ногинск
24428,15007245,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,137.5,69.6,14.5,3,17,1.0,0.0,Нет,подземная,4.0,Монолитный,,1.0,,7 мин. на транспорте,Химки,микрорайон Старые Химки
12653,10935780,"Свободная продажа, Возможна ипотека",Новостройка,58.2,,,15,20,1.0,1.0,Нет,подземная,2.0,Монолитный,,,На улицу и двор,2 мин. на транспорте,ЮАО,район Орехово-Борисово Южное
18006,10091474,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,70.4,,10.0,5,5,1.0,1.0,Нет,подземная,2.0,Монолитный,2.95,1.0,Во двор,2 мин. на транспорте,ВАО,район Гольяново
31339,8474600,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,78.9,50.9,,11,22,1.0,0.0,Нет,подземная,3.0,Монолитный,,,,6 мин. на транспорте,НАО (Новомосковский),Родниковая улица
19324,12000000,,Новостройка,47.0,16.0,18.0,5,33,,,Нет,,1.0,Монолитный,,0.0,Во двор,10 мин. пешком,СЗАО,район Хорошево-Мневники
36884,13514510,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,45.63,13.1,16.6,20,20,1.0,1.0,Нет,подземная,1.0,Монолитный,,0.0,,13 мин. пешком,ЮАО,район Даниловский
3460,9628800,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,47.2,14.3,17.1,13,22,2.0,1.0,Нет,Неизвестно,1.0,Монолитный,,0.0,,5 мин. на транспорте,СЗАО,район Хорошево-Мневники
